Nombre,Referencia,CODIGO,Rubro,COD,Familia,COD,Material,COD,Detalle,COD,Título,COD,Teñido,COD,Nombre Color,COD,Modelo,Medida,Texto,Talla,Otros
H-FSB-1/3.5,H-FSB-1/3.5-255-STUCCO,Y-W-FS-BC-1/3.5-A-255,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,STUCCO,255,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-298-STRING,Y-W-FS-BC-1/3.5-A-298,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,STRING,298,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-320-TURTLE,Y-W-FS-BC-1/3.5-A-320,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,AMAZON,320,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-321-FATIG,Y-W-FS-BC-1/3.5-A-321,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,FATIG,321,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-370-LICHEN (WINTER MOSS),Y-W-FS-BC-1/3.5-A-370,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,LICHEN (WINTER MOSS),370,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-374-BASIL,Y-W-FS-BC-1/3.5-A-374,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,BASIL,374,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-393-EMERALD,Y-W-FS-BC-1/3.5-A-393,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,EMERALD,393,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-394-SPRIG,Y-W-FS-BC-1/3.5-A-394,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,SPRIG,394,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-395-COAL,Y-W-FS-BC-1/3.5-A-395,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,COAL,395,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-403-BLUEBERRY,Y-W-FS-BC-1/3.5-A-403,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,BLUEBERRY,403,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-430-CARBON,Y-W-FS-BC-1/3.5-A-430,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,CARBON,430,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-472 - FADED DENIM,Y-W-FS-BC-1/3.5-A-472,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,FADED DENIM,472,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-473-PEACOCK,Y-W-FS-BC-1/3.5-A-473,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,PEACOCK,473,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-606-MADDER ROOT (EX MADDER BROWN),Y-W-FS-BC-1/3.5-A-606,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,MADDER ROOT (EX MADDER BROWN),606,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-621-CRAMBERRY,Y-W-FS-BC-1/3.5-A-621,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,CRAMBERRY,621,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-657-TAUPE,Y-W-FS-BC-1/3.5-A-657,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,TAUPE,657,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-671-GRAPEFRUIT,Y-W-FS-BC-1/3.5-A-671,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,GRAPEFRUIT,671,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-694-RED FLAME,Y-W-FS-BC-1/3.5-A-694,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,RED FLAME,694,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-708-CITRON,Y-W-FS-BC-1/3.5-A-708,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,CITRON,708,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-771-MANGO,Y-W-FS-BC-1/3.5-A-771,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,MANGO,771,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-772-MARIGOLD,Y-W-FS-BC-1/3.5-A-772,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,MARIGOLD,772,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-891-BURNT ORANGE,Y-W-FS-BC-1/3.5-A-891,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,BURNT ORANGE,891,,,,,
H-FUR-0116,H-FUR-0116--000-CRUDO,Y-W-ME/FUR-WS-1/1.6-G-000,YARN,Y-,WOOL,W-,MERINO/BABY FUR LIGHT,ME/FUR-,WASH,WS-,1/1.6,1/1.6-,GREIGE,G-,GREIGE,000,,,,,
H-FUR-0116,H-FUR-0116--T1253-ORANGE,Y-W-ME/FUR-WS-1/1.6-I-T1253,YARN,Y-,WOOL,W-,MERINO/BABY FUR LIGHT,ME/FUR-,WASH,WS-,1/1.6,1/1.6-,INDUSTRIAL,I-,ORANGE,T1253,,,,,
H-FUR-0116,H-FUR-0116--T1257-GREEN,Y-W-ME/FUR-WS-1/1.6-I-T1257,YARN,Y-,WOOL,W-,MERINO/BABY FUR LIGHT,ME/FUR-,WASH,WS-,1/1.6,1/1.6-,INDUSTRIAL,I-,GREEN,T1257,,,,,
H-GNO-045,H-GNO-045-000-Crudo,Y-C-T-BC-1/4.8-G-000,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,GREIGE,G-,GREIGE,000,,,,,
H-GNO-045,H-GNO-045-000-GREIGE,Y-C-T-BC-1/4.8-G-000,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,GREIGE,G-,GREIGE,000,,,,,
H-GNO-045,H-GNO-045-002-SHADOW (LICORICE),Y-C-T-BC-1/4.8-I-002,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,SHADOW (LICORICE),002,,,,,
H-GNO-045,H-GNO-045-1199-HUESO,Y-C-T-BC-1/4.8-I-1199,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,HUESO,1199,,,,,
H-GNO-045,H-GNO-045-1363-WINTER CREAM,Y-C-T-BC-1/4.8-I-1363,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,WINTER CREAM,1363,,,,,
H-GNO-045,H-GNO-045-203-ACORN,Y-C-T-BC-1/4.8-I-203,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,ACORN,203,,,,,
H-GNO-045,H-GNO-045-204-TERRA (POTTERS CLAY),Y-C-T-BC-1/4.8-I-204,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,TERRA (POTTERS CLAY),204,,,,,
H-GNO-045,H-GNO-045-251-HENNA,Y-C-T-BC-1/4.8-I-251,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,HENNA,251,,,,,
H-GNO-045,H-GNO-045-255-STUCCO,Y-C-T-BC-1/4.8-I-255,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,STUCCO,255,,,,,
H-GNO-045,H-GNO-045-271-WINTER CREAM,Y-C-T-BC-1/4.8-I-271,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,WINTER CREAM,271,,,,,
H-GNO-045,H-GNO-045-272-ROOT,Y-C-T-BC-1/4.8-I-272,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,ROOT,272,,,,,
H-GNO-045,H-GNO-045-298-STRING,Y-C-T-BC-1/4.8-I-298,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,STRING,298,,,,,
H-GNO-045,H-GNO-045-305-PISTACHIO,Y-C-T-BC-1/4.8-I-305,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,PISTACHIO,305,,,,,
H-GNO-045,H-GNO-045-319-SIDE WALK,Y-C-T-BC-1/4.8-I-319,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,SIDE WALK,319,,,,,
H-GNO-045,H-GNO-045-319-SISEWALK - LIMESHORE,Y-C-T-BC-1/4.8-I-319,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,SIDE WALK,319,,,,,
H-GNO-045,H-GNO-045-320-TURTLE,Y-C-T-BC-1/4.8-I-320,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,AMAZON,320,,,,,
H-GNO-045,H-GNO-045-321-FATIG,Y-C-T-BC-1/4.8-I-321,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,FATIG,321,,,,,
H-GNO-045,H-GNO-045-322-PEAPOD,Y-C-T-BC-1/4.8-I-322,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,PEAPOD,322,,,,,
H-GNO-045,H-GNO-045-370-LICHEN (WINTER MOSS),Y-C-T-BC-1/4.8-I-370,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,LICHEN (WINTER MOSS),370,,,,,
H-GNO-045,H-GNO-045-374-BASIL,Y-C-T-BC-1/4.8-I-374,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,BASIL,374,,,,,
H-GNO-045,H-GNO-045-393-EMERALD,Y-C-T-BC-1/4.8-I-393,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,EMERALD,393,,,,,
H-GNO-045,H-GNO-045-394-SPRIG,Y-C-T-BC-1/4.8-I-394,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,SPRIG,394,,,,,
H-GNO-045,H-GNO-045-395-COAL,Y-C-T-BC-1/4.8-I-395,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,COAL,395,,,,,
H-GNO-045,H-GNO-045-403-BLUEBERRY,Y-C-T-BC-1/4.8-I-403,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,BLUEBERRY,403,,,,,
H-GNO-045,H-GNO-045-412-SNORKELL BLUE,Y-C-T-BC-1/4.8-I-412,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,SNORKELL BLUE,412,,,,,
H-GNO-045,H-GNO-045-430-CARBON,Y-C-T-BC-1/4.8-I-430,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,CARBON,430,,,,,
H-GNO-045,H-GNO-045-472 - FADED DENIM,Y-C-T-BC-1/4.8-I-472,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,FADED DENIM,472,,,,,
H-GNO-045,H-GNO-045-473-PEACOCK,Y-C-T-BC-1/4.8-I-473,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,PEACOCK,473,,,,,
H-GNO-045,H-GNO-045-606-MADDER ROOT (EX MADDER BROWN),Y-C-T-BC-1/4.8-I-606,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,MADDER ROOT (EX MADDER BROWN),606,,,,,
H-GNO-045,H-GNO-045-615-AMBER SIENNA,Y-C-T-BC-1/4.8-I-615,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,AMBER SIENNA,615,,,,,
H-GNO-045,H-GNO-045-621-CRAMBERRY,Y-C-T-BC-1/4.8-I-621,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,CRAMBERRY,621,,,,,
H-GNO-045,H-GNO-045-657-TAUPE,Y-C-T-BC-1/4.8-I-657,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,TAUPE,657,,,,,
H-GNO-045,H-GNO-045-671-GRAPEFRUIT,Y-C-T-BC-1/4.8-I-671,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,GRAPEFRUIT,671,,,,,
H-GNO-045,H-GNO-045-694-RED FLAME,Y-C-T-BC-1/4.8-I-694,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,RED FLAME,694,,,,,
H-GNO-045,H-GNO-045-708-CITRON,Y-C-T-BC-1/4.8-I-708,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,CITRON,708,,,,,
H-GNO-045,H-GNO-045-771- MANGO,Y-C-T-BC-1/4.8-I-771,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,MANGO,771,,,,,
H-GNO-045,H-GNO-045-772-MARIGOLD,Y-C-T-BC-1/4.8-I-772,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,MARIGOLD,772,,,,,
H-GNO-045,H-GNO-045-8309-ANTIQUE BRASS,Y-C-T-BC-1/4.8-I-8309,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,#N/A,8309,,,,,
H-GNO-045,H-GNO-045-891-BURNT ORANGE,Y-C-T-BC-1/4.8-I-891,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,BURNT ORANGE,891,,,,,
H-GNO-045,H-GNO-045-893-MELON,Y-C-T-BC-1/4.8-I-893,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,MELON,893,,,,,
H-GNO-045,H-GNO-045-A06-TRADEWINDS,Y-C-T-BC-1/4.8-I-A06,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,TRADEWINDS,A06,,,,,
H-GNO-045,H-GNO-045-A07ROOT BEER,Y-C-T-BC-1/4.8-I-A07,YARN,Y-,COTTON,C-,TANGUIS,T-,BOUCLE,BC-,1/4.8,1/4.8-,INDUSTRIAL,I-,COLA,A07,,,,,
H-KAL-033,H-KAL-033-000-CRUDO,Y-W-KAL-CH-3/3-G-000,YARN,Y-,WOOL,W-,KALLMA,KAL-,CHUNKY,CH-,3/3,3/3-,GREIGE,G-,GREIGE,000,,,,,
H-KAL-033,H-KAL-033-000-Crudo,Y-W-KAL-CH-3/3-G-000,YARN,Y-,WOOL,W-,KALLMA,KAL-,CHUNKY,CH-,3/3,3/3-,GREIGE,G-,GREIGE,000,,,,,
H-KAL-033,H-KAL-033-205-NUT BROWN,Y-W-KAL-CH-3/3-I-205,YARN,Y-,WOOL,W-,KALLMA,KAL-,CHUNKY,CH-,3/3,3/3-,INDUSTRIAL,I-,NUT BROWN,205,,,,,
H-KAL-033,H-KAL-033-239-ANTIQUE BRASS,Y-W-KAL-CH-3/3-I-239,YARN,Y-,WOOL,W-,KALLMA,KAL-,CHUNKY,CH-,3/3,3/3-,INDUSTRIAL,I-,ANTIQUE BRASS,239,,,,,
H-KAL-033,H-KAL-033-370-LICHEN (WINTER MOSS),Y-W-KAL-CH-3/3-I-370,YARN,Y-,WOOL,W-,KALLMA,KAL-,CHUNKY,CH-,3/3,3/3-,INDUSTRIAL,I-,LICHEN (WINTER MOSS),370,,,,,
H-KAL-033,H-KAL-033-420-INK,Y-W-KAL-CH-3/3-I-420,YARN,Y-,WOOL,W-,KALLMA,KAL-,CHUNKY,CH-,3/3,3/3-,INDUSTRIAL,I-,INK,420,,,,,
H-KAL-033,H-KAL-033-456-LAKE,Y-W-KAL-CH-3/3-I-456,YARN,Y-,WOOL,W-,KALLMA,KAL-,CHUNKY,CH-,3/3,3/3-,INDUSTRIAL,I-,LAKE,456,,,,,
H-KAL-033,H-KAL-033-694-RED FLAME,Y-W-KAL-CH-3/3-I-694,YARN,Y-,WOOL,W-,KALLMA,KAL-,CHUNKY,CH-,3/3,3/3-,INDUSTRIAL,I-,RED FLAME,694,,,,,
H-PPA-20/2,H-PPA-20/2-000-Crudo,Y-C-P-CB-20/2-G-000,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2,20/2-,GREIGE,G-,GREIGE,000,,,,,
H-PPA-20/2,H-PPA-20/2-0AE-Pansy Space Dye,Y-C-P-CB-20/2-A-0AE,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2,20/2-,ARTISANAL,A-,Pansy Space Dye,0AE,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-007-MARZIPAN,Y-C-P-CB-20/2x9-A-007,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,MARZIPAN,007,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-00E-Winsome Orchid,Y-C-P-CB-20/2x9-A-00E,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,Winsome Orchid,00E,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-010-MOON,Y-C-P-CB-20/2x9-A-010,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,MOON,010,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-02C-LILAC CHIFFON,Y-C-P-CB-20/2x9-A-02C,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,LILAC CHIFFON,02C,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-061-PRISM SPACE DYE,Y-C-P-CB-20/2x9-A-061,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,PRISM SPACE DYE,061,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-092-Picnic Confetti,Y-C-P-CB-20/2x9-A-092,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,Picnic Confetti,092,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-0AE-Pansy Space Dye,Y-C-P-CB-20/2x9-A-0AE,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,Pansy Space Dye,0AE,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-0D0-NECTARINE,Y-C-P-CB-20/2x9-A-0D0,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,NECTARINE,0D0,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-0D0-Nectarine,Y-C-P-CB-20/2x9-A-0D0,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,NECTARINE,0D0,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-0DA-Subtle Green,Y-C-P-CB-20/2x9-A-0DA,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,Subtle Green,0DA,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-0DE-BLUEBIRD,Y-C-P-CB-20/2x9-A-0DE,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,BLUEBIRD,0DE,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-0DE-Bluebird,Y-C-P-CB-20/2x9-A-0DE,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,BLUEBIRD,0DE,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-0DF-Friar Brown,Y-C-P-CB-20/2x9-A-0DF,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,H-PPA-20/2x9-0DF-Friar Brown,0DF,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-0E0-Old Rose,Y-C-P-CB-20/2x9-A-0E0,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,Old Rose,0E0,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-0E0-Old Rose,Y-C-P-CB-20/2x9-A-0E0,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,Old Rose,0E0,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-154-CONFETTI,Y-C-P-CB-20/2x9-A-154,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,CONFETTI,154,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-191-BISQUE,Y-C-P-CB-20/2x9-A-191,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,BISQUE,191,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-191-Bisque,Y-C-P-CB-20/2x9-A-191,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,BISQUE,191,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-215-BRANDY B,Y-C-P-CB-20/2x9-A-215,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,CEDAR,215,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-236-BARK,Y-C-P-CB-20/2x9-A-236,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,BARK,236,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-242-RUBBER,Y-C-P-CB-20/2x9-A-242,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,RUBBER,242,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-272-ROOT,Y-C-P-CB-20/2x9-A-272,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,ROOT,272,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-280-ALABASTER,Y-C-P-CB-20/2x9-A-280,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,ALABASTER,280,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-298-STRING,Y-C-P-CB-20/2x9-A-298,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,STRING,298,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-29C-TREKKING GREEN,Y-C-P-CB-20/2x9-A-29C,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,TREKKING GREEN,29C,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-2BF-ORCHID ICE,Y-C-P-CB-20/2x9-A-2BF,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,ORCHID ICE,2BF,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-2C0-CHALK VIOLET,Y-C-P-CB-20/2x9-A-2C0,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,CHALK VIOLET,2C0,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-2C1-YOUNG WHEAT,Y-C-P-CB-20/2x9-A-2C1,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,YOUNG WHEAT,2C1,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-2C2-MINERAL YELLOW,Y-C-P-CB-20/2x9-A-2C2,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,MINERAL YELLOW,2C2,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-2C3-GINGER SNAP,Y-C-P-CB-20/2x9-A-2C3,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,GINGER SNAP,2C3,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-2C4-KENTUCKY BLUE,Y-C-P-CB-20/2x9-A-2C4,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,KENTUCKY BLUE,2C4,,,,,
H-PPA-20/2x9,H-PPA-20/2x9-2C5-CORNFLOWER BLUE,Y-C-P-CB-20/2x9-A-2C5,YARN,Y-,COTTON,C-,PIMA,P-,COMBED,CB-,20/2x9,20/2x9-,ARTISANAL,A-,CORNFLOWER BLUE,2C5,,,,,
